"ID","city","PeriodEnd","year","Units_TaxInd","Units_TaxedFam","Units_NotTaxInd","Units_NotTaxedFam","ind.SS","ind.AS","family.SS","family.AS","IncomePerHousehold","MaleProportion","AsianProportion","HispanicProportion","BlackProportion","cm"
"11",2,"Philadelphia","11/06/2016",2016,11625.0461244525,24485.8805730233,12939,27235.81,11.9999531631994,5.24808518475651,6.11839230681355,1.05687965987291,0.270643365618517,0.500579662139781,0.130948437672518,0.100861212321961,0.125289831069891,4
"12",2,"Philadelphia","12/04/2016",2016,9955.79925150365,24660.7204040853,13506.25,27839.39,11.9999531631994,5.24808518475651,6.11839230681355,1.05687965987291,0.270643365618517,0.500579662139781,0.130948437672518,0.100861212321961,0.125289831069891,4
"13",2,"Philadelphia","01/01/2017",2016,8941.82559689881,25561.7256321375,13059,26603.63,11.9999531631994,5.24808518475651,6.11839230681355,1.05687965987291,0.270643365618517,0.500579662139781,0.130948437672518,0.100861212321961,0.125289831069891,4
"14",2,"Philadelphia","01/29/2017",2017,7646.73029873748,13173.6023238855,13891.34,27832.1,11.9999531631994,5.24808518475651,6.11839230681355,1.05687965987291,0.270643365618517,0.500579662139781,0.130948437672518,0.100861212321961,0.125289831069891,4
"15",2,"Philadelphia","02/26/2017",2017,7698.64641997752,12887.3152296447,13280.34,25458.08,11.9999531631994,5.24808518475651,6.11839230681355,1.05687965987291,0.270643365618517,0.500579662139781,0.130948437672518,0.100861212321961,0.125289831069891,4
"16",2,"Philadelphia","03/26/2017",2017,8102.67608515824,12407.2038425431,12579.17,28198,11.9999531631994,5.24808518475651,6.11839230681355,1.05687965987291,0.270643365618517,0.500579662139781,0.130948437672518,0.100861212321961,0.125289831069891,4
"17",2,"Philadelphia","04/23/2017",2017,8788.84405149677,13418.0479833184,12537.51,25381,11.9999531631994,5.24808518475651,6.11839230681355,1.05687965987291,0.270643365618517,0.500579662139781,0.130948437672518,0.100861212321961,0.125289831069891,4
"18",2,"Philadelphia","05/21/2017",2017,9355.76922011683,12495.0668449861,13471,25982.63,11.9999531631994,5.24808518475651,6.11839230681355,1.05687965987291,0.270643365618517,0.500579662139781,0.130948437672518,0.100861212321961,0.125289831069891,4
"19",2,"Philadelphia","06/18/2017",2017,9392.52987535724,13252.5582733095,13603.83,25227.58,11.9999531631994,5.24808518475651,6.11839230681355,1.05687965987291,0.270643365618517,0.500579662139781,0.130948437672518,0.100861212321961,0.125289831069891,4
"20",2,"Philadelphia","07/16/2017",2017,10164.1083200181,13671.4786526456,14907.17,25333.74,11.9999531631994,5.24808518475651,6.11839230681355,1.05687965987291,0.270643365618517,0.500579662139781,0.130948437672518,0.100861212321961,0.125289831069891,4
"21",2,"Philadelphia","08/13/2017",2017,10375.2297705786,12465.2945956309,15270.34,26051.11,11.9999531631994,5.24808518475651,6.11839230681355,1.05687965987291,0.270643365618517,0.500579662139781,0.130948437672518,0.100861212321961,0.125289831069891,4
"22",2,"Philadelphia","09/10/2017",2017,10122.5565347012,12507.1745602648,14818.5,26531.97,11.9999531631994,5.24808518475651,6.11839230681355,1.05687965987291,0.270643365618517,0.500579662139781,0.130948437672518,0.100861212321961,0.125289831069891,4
"23",2,"Philadelphia","10/08/2017",2017,8436.80325393193,11627.4741577423,13772,26094.99,11.9999531631994,5.24808518475651,6.11839230681355,1.05687965987291,0.270643365618517,0.500579662139781,0.130948437672518,0.100861212321961,0.125289831069891,4
"24",2,"Philadelphia","11/05/2017",2017,7622.66798493621,10894.7496943829,14657.67,25317.3,11.9999531631994,5.24808518475651,6.11839230681355,1.05687965987291,0.270643365618517,0.500579662139781,0.130948437672518,0.100861212321961,0.125289831069891,4
"25",2,"Philadelphia","12/03/2017",2017,6435.06845234742,11307.6906942712,12951,24687,11.9999531631994,5.24808518475651,6.11839230681355,1.05687965987291,0.270643365618517,0.500579662139781,0.130948437672518,0.100861212321961,0.125289831069891,4
"26",2,"Philadelphia","12/31/2017",2017,6481.32980937893,12506.7730200463,13372,24654.75,11.9999531631994,5.24808518475651,6.11839230681355,1.05687965987291,0.270643365618517,0.500579662139781,0.130948437672518,0.100861212321961,0.125289831069891,4
"53",6,"Philadelphia","01/31/2016",2016,6606.57141524983,24096.9742960737,4975,19473,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"54",6,"Philadelphia","02/28/2016",2016,8385.3028460988,24303.0925476826,4863,18657,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"55",6,"Philadelphia","03/27/2016",2016,7601.74427356889,27280.3372894426,5451,19733,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"56",6,"Philadelphia","04/24/2016",2016,8637.93422894404,24733.3414724861,5179,18305,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"57",6,"Philadelphia","05/22/2016",2016,9828.94354546625,28565.1764334415,5419,18332,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"58",6,"Philadelphia","06/19/2016",2016,10995.4354355643,28378.4947663242,4756,18235,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"59",6,"Philadelphia","07/17/2016",2016,11336.3692151665,28922.1719298521,4708.25,18138.65,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"60",6,"Philadelphia","08/14/2016",2016,12459.4882564734,26283.0458421095,4736,18085.42,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"61",6,"Philadelphia","09/11/2016",2016,9760.95614984804,26993.3728234377,5321,18100.22,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"62",6,"Philadelphia","10/09/2016",2016,9488.60328673759,23930.055501598,4998,18409.33,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"63",6,"Philadelphia","11/06/2016",2016,8040.50606321121,25508.5134995358,5080,18185.13,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"64",6,"Philadelphia","12/04/2016",2016,6467.6820026413,26011.2135674129,5244,18895.26,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"65",6,"Philadelphia","01/01/2017",2016,5673.6069010918,27474.6289653714,5240,18877.5,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"66",6,"Philadelphia","01/29/2017",2017,3533.7295252565,9442.46979927993,4626,16951.33,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"67",6,"Philadelphia","02/26/2017",2017,3416.28104623457,8328.92930850968,4327,15774.83,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"68",6,"Philadelphia","03/26/2017",2017,3818.82051685195,8762.2770878271,4231,17346,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"69",6,"Philadelphia","04/23/2017",2017,4348.06428466879,8211.33331089417,4196,16012.17,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"70",6,"Philadelphia","05/21/2017",2017,5030.35148991346,8098.58269306995,4124,16115.5,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"71",6,"Philadelphia","06/18/2017",2017,5335.66499999988,8273.8179920131,4294,15605.38,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"72",6,"Philadelphia","07/16/2017",2017,5092.87449501734,8504.78319331595,4441.33,15350.59,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"73",6,"Philadelphia","08/13/2017",2017,5045.42811421568,8081.31144170868,4444.67,16062.33,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"74",6,"Philadelphia","09/10/2017",2017,5006.5830725905,7864.04274757713,3939.01,16523.51,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"75",6,"Philadelphia","10/08/2017",2017,4497.57125374367,7803.38255106823,4041.51,16564.34,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"76",6,"Philadelphia","11/05/2017",2017,4233.2127980169,7461.13788837439,4395.17,16437.05,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"77",6,"Philadelphia","12/03/2017",2017,3544.35381255245,8320.57512296767,4538.83,16262.17,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"78",6,"Philadelphia","12/31/2017",2017,4023.33355708569,10160.7030745376,4810.59,16665.13,11.6140046323626,5.39235889085617,3.52555092774614,1.52925947337118,0.28673653917203,0.477108745591614,0.0443265279710098,0.0550037208399392,0.0999126411492542,13
"79",7,"Philadelphia","01/31/2016",2016,5600.89288755669,18895.1635538857,7932,23330,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"80",7,"Philadelphia","02/28/2016",2016,6719.96745000637,19043.7632563616,8134,21848,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"81",7,"Philadelphia","03/27/2016",2016,7041.97291671966,20124.0925018012,8188,22014,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"82",7,"Philadelphia","04/24/2016",2016,7504.41955928294,17957.1955092968,7861,20747,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"83",7,"Philadelphia","05/22/2016",2016,8291.78500090321,18651.0188016449,9009,20211,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"84",7,"Philadelphia","06/19/2016",2016,9549.59775250597,20457.3154439258,7593,20540,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"85",7,"Philadelphia","07/17/2016",2016,9865.15365977189,19394.8535288863,7570,20479.65,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"86",7,"Philadelphia","08/14/2016",2016,9753.21273841192,18595.3520631659,7741,20191.35,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"87",7,"Philadelphia","09/11/2016",2016,8944.32583946976,20115.9507666667,8752,20837.3,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"88",7,"Philadelphia","10/09/2016",2016,7994.97868288514,18051.6756627913,8035,21547.16,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"89",7,"Philadelphia","11/06/2016",2016,7310.67625424232,18369.769811012,8105,21227.38,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"90",7,"Philadelphia","12/04/2016",2016,5653.48592032,18509.3003888717,9421,21886.13,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"91",7,"Philadelphia","01/01/2017",2016,5184.01698521276,18982.4180672344,8629,20779.5,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"92",7,"Philadelphia","01/29/2017",2017,4627.70217447916,10337.9336576545,8784,21319.6,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"93",7,"Philadelphia","02/26/2017",2017,4686.22741741467,10181.5903106567,8278,19924,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"94",7,"Philadelphia","03/26/2017",2017,4411.69752290507,9354.45363514584,7566,20125,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"95",7,"Philadelphia","04/23/2017",2017,4551.97412740866,9510.86034544799,7728,18408,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"96",7,"Philadelphia","05/21/2017",2017,5738.58108234504,8308.55666750447,7599,17933.5,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"97",7,"Philadelphia","06/18/2017",2017,5671.92851644597,9108.62780354424,7640,18733.38,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"98",7,"Philadelphia","07/16/2017",2017,5669.23862997535,9305.82790179366,7854,18436.61,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"99",7,"Philadelphia","08/13/2017",2017,5654.5039733936,8754.00663601685,8107,18193.43,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"100",7,"Philadelphia","09/10/2017",2017,5439.29965189331,8945.11570221912,7510,19459.63,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"101",7,"Philadelphia","10/08/2017",2017,5014.57471879452,8872.77846524659,7571,20344,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"102",7,"Philadelphia","11/05/2017",2017,5216.17303097025,8602.09713982668,7699,20118.83,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"103",7,"Philadelphia","12/03/2017",2017,4165.28288361951,8835.5946594121,7539,19553.83,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"104",7,"Philadelphia","12/31/2017",2017,3856.55954290295,9492.92227494169,7634,19106.63,10.1792510109875,7.39042446288283,5.33992785409326,4.69051654136055,0.276887347900039,0.480433610488379,0.0370328329407758,0.0311870370895882,0.0857572575839269,7
"105",9,"Border Counties","01/31/2016",2016,6592.5247473636,21055.5883385883,4967,18374,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"106",9,"Border Counties","02/28/2016",2016,8947.61927026597,21575.7734112557,4680,17481,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"107",9,"Border Counties","03/27/2016",2016,8556.65958635323,25046.7184022101,4664,18398,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"108",9,"Border Counties","04/24/2016",2016,9554.82529579878,22143.8274521924,4768,17446,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"109",9,"Border Counties","05/22/2016",2016,10840.1754530817,26497.2436173527,5747,17976,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"110",9,"Border Counties","06/19/2016",2016,13336.2764365746,27032.6698637237,4873,17504,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"111",9,"Border Counties","07/17/2016",2016,14143.9718276078,28405.2666426048,5413,17486.36,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"112",9,"Border Counties","08/14/2016",2016,16675.2911202658,24034.7084253316,5296,18061.44,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"113",9,"Border Counties","09/11/2016",2016,13395.5885453021,26607.0271246709,5416,17252.39,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"114",9,"Border Counties","10/09/2016",2016,11195.5068531624,21049.4391809398,5355,17338.84,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"115",9,"Border Counties","11/06/2016",2016,8167.84887932811,23902.0185345487,5107,17186.84,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"116",9,"Border Counties","12/04/2016",2016,6020.40342331392,23918.5934601236,5098,18216.85,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"117",9,"Border Counties","01/01/2017",2016,5747.31914558397,25208.2361058015,5472,18740.22,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"118",9,"Border Counties","01/29/2017",2017,7293.74549441318,23016.5023676345,5850,18997,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"119",9,"Border Counties","02/26/2017",2017,8099.59068109225,23255.6666100283,5679,17270,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"120",9,"Border Counties","03/26/2017",2017,8254.58859401049,25432.4726842739,5439,19163.67,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"121",9,"Border Counties","04/23/2017",2017,9886.91734129132,27350.9119298932,5712,17806.38,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"122",9,"Border Counties","05/21/2017",2017,12037.9564048306,22642.3649445638,5608.25,17131.38,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"123",9,"Border Counties","06/18/2017",2017,10192.729932755,28240.5565446212,5136,15990.26,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"124",9,"Border Counties","07/16/2017",2017,10537.3168051136,32148.0395663807,5665.5,16752,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"125",9,"Border Counties","08/13/2017",2017,13934.2003814584,27813.5777256159,5876.5,17832.72,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"126",9,"Border Counties","09/10/2017",2017,11978.8244380528,27494.7049451181,5142.25,19002.55,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"127",9,"Border Counties","10/08/2017",2017,11784.1737500283,26358.5350768617,5503,18869.34,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"128",9,"Border Counties","11/05/2017",2017,8195.85655437926,26365.8783918197,5916.33,19410.27,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"129",9,"Border Counties","12/03/2017",2017,5963.57327318056,24963.0022919285,5789,18684.88,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"130",9,"Border Counties","12/31/2017",2017,6205.33328367497,32286.2114723907,6163.83,19829.64,10.864564917325,5.20885107825692,4.69396108455019,2.25730397902347,0.451577891430545,0.494837186672193,0.115582145495828,0.0874704917737372,0.0753788766150686,13
"287",28,"Border Counties","01/31/2016",2016,8109.43260057599,26923.5054546629,10597,30360,8.155602448997,5.47528151611706,5.43072480932715,2.79249580513162,0.0995094099725318,0.46583188275591,0.0563198382840137,0.0244258520972542,0.0492447638834297,13
"288",28,"Border Counties","02/28/2016",2016,10239.4093972399,27838.7449819396,10454,28886,8.155602448997,5.47528151611706,5.43072480932715,2.79249580513162,0.0995094099725318,0.46583188275591,0.0563198382840137,0.0244258520972542,0.0492447638834297,13
"289",28,"Border Counties","03/27/2016",2016,9696.33318169009,30067.2341640249,11209,30281,8.155602448997,5.47528151611706,5.43072480932715,2.79249580513162,0.0995094099725318,0.46583188275591,0.0563198382840137,0.0244258520972542,0.0492447638834297,13
"290",28,"Border Counties","04/24/2016",2016,10385.067642295,27524.449787015,12404,28794,8.155602448997,5.47528151611706,5.43072480932715,2.79249580513162,0.0995094099725318,0.46583188275591,0.0563198382840137,0.0244258520972542,0.0492447638834297,13
"291",28,"Border Counties","05/22/2016",2016,11813.4808714854,31017.1220488976,14012,28028,8.155602448997,5.47528151611706,5.43072480932715,2.79249580513162,0.0995094099725318,0.46583188275591,0.0563198382840137,0.0244258520972542,0.0492447638834297,13
"292",28,"Border Counties","06/19/2016",2016,12494.1285978442,32110.3959641389,10963,28736,8.155602448997,5.47528151611706,5.43072480932715,2.79249580513162,0.0995094099725318,0.46583188275591,0.0563198382840137,0.0244258520972542,0.0492447638834297,13
"293",28,"Border Counties","07/17/2016",2016,12140.7959402219,33186.848234344,11071,28012.25,8.155602448997,5.47528151611706,5.43072480932715,2.79249580513162,0.0995094099725318,0.46583188275591,0.0563198382840137,0.0244258520972542,0.0492447638834297,13
"294",28,"Border Counties","08/14/2016",2016,13551.3751403553,28876.0445219092,10795,27969.51,8.155602448997,5.47528151611706,5.43072480932715,2.79249580513162,0.0995094099725318,0.46583188275591,0.0563198382840137,0.0244258520972542,0.0492447638834297,13
